wdId,eng,chi,grade,gradechi
513,around,[副詞] 到處,1,初級
514,arouse,[動詞] 喚起;激動;叫醒,2,中級
515,arrange,[動詞] 排列;整理,1,初級
516,arrangement,[名詞] 安排;準備工作,2,中級
517,array,[動詞] 配置(兵力);整(隊); [名詞] 列陣;一系列,3,中高級
518,arrest,[動詞] 逮捕;拘留; [名詞] 逮捕;遏止,1,初級
519,arrival,[名詞] 到達,2,中級
520,arrive,[動詞] 到達,1,初級
521,arrogant,[形容詞] 傲慢的;自大的,3,中高級
522,arrow,[名詞] 箭;箭號,2,中級
523,art,[名詞] 藝術,1,初級
524,artery,[名詞] 動脈;要道,3,中高級
525,article,[名詞] 文章;條款,1,初級
526,articulate,[形容詞] 發音清晰的;口才好的; [動詞] 清晰地講話;相互連貫,3,中高級
527,artifact,[名詞] 人工製品;手工藝品,3,中高級
528,artificial,[形容詞] 人工的,2,中級
529,artillery,[名詞] 大砲;砲兵,3,中高級
530,artist,[名詞] 藝術家,1,初級
531,artistic,[形容詞] 藝術的,2,中級
532,as,[副詞] 跟...一樣地,1,初級
533,ascend,[動詞] 登高;上升;,2,中級
534,ascending,[形容詞] 上升的,2,中級
535,ascertain,[動詞] 查明;確定,3,中高級
536,ascribe,[動詞] 把...歸因於,3,中高級
537,ash,[名詞] 灰,2,中級
538,ashamed,[形容詞] 羞愧的,2,中級
539,aside,[副詞] 在旁邊;到(或向)旁邊,2,中級
540,ask,[動詞] 問,1,初級
541,asleep,[形容詞] 睡著的,1,初級
542,aspect,[名詞] 方面,2,中級
543,aspiration,[名詞] 熱望;抱負;送氣音;吸氣,3,中高級
544,aspirin,[名詞] 阿斯匹靈(解熱鎮痛藥),2,中級
545,ass,[名詞] 驢子;笨蛋;太自負的人,3,中高級
546,assassinate,[動詞] 暗殺,2,中級
547,assault,[動詞] 攻擊;抨擊;施暴; [名詞] 暴行;攻擊;抨擊;施暴,3,中高級
548,assemble,[動詞] 集合,2,中級
549,assembly,[名詞] 集會;集合,2,中級
550,assert,[動詞] 斷言;堅持,3,中高級
551,assess,[動詞] 估價;評價,3,中高級
552,assessment,[名詞] 估價;評價,3,中高級
553,asset,[名詞] 財產,2,中級
554,assign,[動詞] 分配,2,中級
555,assignment,[名詞] (分派的)任務;工作;(課外)作業,3,中高級
556,assimilate,[動詞] 吸收(知識或食物等);同化,3,中高級
557,assist,[動詞] 幫助,2,中級
558,assistance,[名詞] 幫助,2,中級
559,assistant,[形容詞] 助理的;輔助的;有幫助的; [名詞] 助手,1,初級
560,associate,[動詞] 聯想,2,中級
561,associated,[形容詞] 聯合的;關聯的,3,中高級
562,association,[名詞] 協會,2,中級
563,assume,[動詞] 假定,1,初級
564,assuming,[形容詞] 僭越的;傲慢的;不遜的;自大的; [連接詞] 假如,3,中高級
565,assumption,[名詞] 假設;擔任,3,中高級
566,assurance,[名詞] 保證,2,中級
567,assure,[動詞] 向...保證,2,中級
568,assured,[形容詞] 確定的;得到保證的;自信的,3,中高級
569,asthma,[名詞] 氣喘(病);哮喘,3,中高級
570,astonish,[動詞] 使吃驚,2,中級
571,astonished,[形容詞] 驚訝的;驚愕的,2,中級
572,astonishing,[形容詞] 令人驚訝的;驚人的,2,中級
573,astray,[形容詞] 迷路的;離開正道的; [副詞] 迷路;離開正道,3,中高級
574,astronaut,[名詞] 太空人,2,中級
575,astronomer,[名詞] 天文學家,3,中高級
576,astronomy,[名詞] 天文學,3,中高級
577,asylum,[名詞] 收容院;避難所;政治庇護,3,中高級
578,at,[介系詞] 在,1,初級
579,athlete,[名詞] 運動員,2,中級
580,athletic,[形容詞] 運動的,2,中級
581,athletics,[名詞] 運動;體育(課),3,中高級
582,atmosphere,[名詞] 大氣;氣氛,2,中級
583,atom,[名詞] 原子,2,中級
584,atomic,[形容詞] 原子的,2,中級
585,atrocity,[名詞] 殘暴,3,中高級
586,attach,[動詞] 裝上,2,中級
587,attached,[形容詞] 附屬的;依戀的,3,中高級
588,attack,[動詞] 進攻;襲擊; [名詞] 攻擊,1,初級
589,attain,[動詞] 達到;獲得,3,中高級
590,attempt,[動詞] 試圖;企圖; [名詞] 企圖,2,中級
591,attempted,[形容詞] 企圖的;未遂的,3,中高級
592,attend,[動詞] 出席,1,初級
593,attendance,[名詞] 出席;出席人數;侍候,3,中高級
594,attendant,[形容詞] 出席的;伴隨的;侍候的; [名詞] 出席者;陪從;服務員,3,中高級
595,attention,[名詞] 注意;專心,1,初級
596,attic,[名詞] 頂樓;閣樓,3,中高級
597,attitude,[名詞] 態度,2,中級
598,attorney,[名詞] 律師,3,中高級
599,attract,[動詞] 吸引,2,中級
600,attraction,[名詞] 吸引;吸引力,2,中級
601,attractive,[形容詞] 有吸引力的;引人注目的,2,中級
602,attribute,[動詞] 歸因於;歸咎於; [名詞] 屬性;特性;限定詞,3,中高級
603,auction,[動詞] 拍賣; [名詞] 拍賣,3,中高級
604,audience,[名詞] 聽眾,1,初級
605,audio,[形容詞] 聽覺的,2,中級
606,audit,[動詞] 審核;查帳;旁聽; [名詞] 審計;查帳,3,中高級
607,auditorium,[名詞] 會堂;禮堂,3,中高級
608,aunt,[名詞] 姨媽;姑媽,1,初級
609,authentic,[形容詞] 可信的;真實的,3,中高級
610,author,[名詞] 作者;作家,2,中級
611,authoritative,[形容詞] 權威性的;官方的;專斷的,3,中高級
612,authority,[名詞] 職權;官方,2,中級
613,authorize,[動詞] 授權給;批准,3,中高級
614,auto,[名詞] 汽車,3,中高級
615,autobiography,[名詞] 自傳,2,中級
616,autograph,[動詞] 親筆簽名於; [名詞] (尤指名人的)親筆簽名,3,中高級
617,automatic,[形容詞] 自動的,2,中級
618,automation,[名詞] 自動化,3,中高級
619,automobile,[名詞] 汽車,2,中級
620,autonomous,[形容詞] 自治的;自主的,3,中高級
621,autonomy,[名詞] 自治;自治權;自治團體,3,中高級
622,autumn,[名詞] 秋季,1,初級
623,auxiliary,[形容詞] 輔助的; [名詞] 輔助者;助動詞,2,中級
624,avail,[動詞] 有用;有幫助; [名詞] 效用;利益,3,中高級
625,available,[形容詞] 可用的,1,初級
626,avenue,[名詞] 大街,2,中級
627,average,[形容詞] 平均的; [動詞] 算出...的平均數;使平衡; 平均為; [名詞] 平均;平均數,2,中級
628,avert,[動詞] 避開;防止,3,中高級
629,aviary,[名詞] 鳥舍;禽舍,3,中高級
630,aviation,[名詞] 航空;飛行,3,中高級
631,avoid,[動詞] 避免,1,初級
632,await,[動詞] 等候,2,中級
633,awake,[形容詞] 醒著的; [動詞] 喚醒,2,中級
634,awaken,[動詞] 醒;覺醒;喚起,2,中級
635,award,[動詞] 授予; [名詞] 獎;獎品,2,中級
636,aware,[形容詞] 知道的,1,初級
637,away,[副詞] 離開,1,初級
638,awe,[動詞] 使敬畏;使畏怯; [名詞] 敬畏;畏怯,3,中高級
639,awesome,[形容詞] 令人敬畏的;非凡的,3,中高級
640,awful,[形容詞] 可怕的,2,中級
641,awhile,[副詞] 片刻,3,中高級
642,awkward,[形容詞] 笨拙的;尷尬的,2,中級
643,ax,[動詞] 用斧劈;解雇; [名詞] 斧,2,中級
644,axis,[名詞] 軸;中心線;核心,3,中高級
645,baby,[名詞] 嬰兒,1,初級
646,babysit,[動詞] 當保姆,2,中級
647,babysitter,[名詞] 臨時保姆,2,中級
648,bachelor,[名詞] 單身漢,3,中高級
649,back,[形容詞] 後面的;拖欠的;過去的; [動詞] 向後;追溯;回覆;贊助; [副詞] 回原處; [名詞] 背部;後面,1,初級
650,backbone,[名詞] 脊柱;支柱;骨幹,3,中高級
651,background,[名詞] 背景,2,中級
652,backing,[名詞] 支持;逆行,3,中高級
653,backpack,[動詞] 把...放入背包; 背負簡便行李旅行; [名詞] 背包,3,中高級
654,backward,[形容詞] 向後的;落後的; [副詞] 向後地;落後地,1,初級
655,backwards,[副詞] 向後;倒,1,初級
656,bacon,[名詞] 燻豬肉,2,中級
657,bacteria,[名詞] 細菌,2,中級
658,bad,[形容詞] 壞的,1,初級
659,badge,[名詞] 徽章;證章,3,中高級
660,badly,[副詞] 壞;拙劣地,2,中級
661,badminton,[名詞] 羽毛球,1,初級
662,baffle,[動詞] 使受挫折;使困惑; [名詞] 困惑;障礙;緩衝板,3,中高級
663,bag,[名詞] 袋子,1,初級
664,baggage,[名詞] 行李,2,中級
665,baggy,[形容詞] 袋狀的;寬鬆而下垂的,2,中級
666,bail,[動詞] 保釋;助某人脫離困境;往外舀(水); [名詞] 保釋;保釋金(或人);戽斗,3,中高級
667,bait,[動詞] 置餌於; [名詞] 餌,2,中級
668,bake,[動詞] 烘;烤,1,初級
669,bakery,[名詞] 麵包店,1,初級
670,balance,[動詞] 使平衡; [名詞] 平衡,2,中級
671,balanced,[形容詞] 平衡的;安定的,3,中高級
672,balcony,[名詞] 陽臺,1,初級
673,bald,[形容詞] 禿頭的,2,中級
674,ball,[名詞] 球,1,初級
675,ballet,[名詞] 芭蕾舞,2,中級
676,balloon,[名詞] 汽球,1,初級
677,ballot,[動詞] 投票;投票表決; [名詞] 選票;候選人名單,3,中高級
678,bamboo,[名詞] 竹子,2,中級
679,ban,[動詞] 禁止;取締; [名詞] 禁止;禁令,2,中級
680,banana,[名詞] 香蕉,1,初級
681,band,[名詞] 樂團;樂隊,1,初級
682,band-aid,[形容詞] 補綴的; [名詞] 護創膠布(商標名),2,中級
683,bandage,[動詞] 用繃帶包紮; [名詞] 繃帶,2,中級
684,bandit,[名詞] 強盜;土匪,3,中高級
685,bang,[動詞] 發出砰的一聲;砰地敲; [名詞] 猛擊;猛撞,2,中級
686,bank,[名詞] 銀行;堤;岸,1,初級
687,banker,[名詞] 銀行家;莊家,1,初級
688,banking,[名詞] 銀行業務;銀行業,3,中高級
689,bankrupt,[形容詞] 破產的;已完全失敗的; [動詞] 使破產;使赤貧; [名詞] 破產者;赤貧者,2,中級
690,bankruptcy,[名詞] 破產,3,中高級
691,banner,[名詞] 旗幟;橫幅;大標題,3,中高級
692,banquet,[動詞] 宴請; [名詞] 盛宴,3,中高級
693,bar,[名詞] 棒,1,初級
694,barbarian,[形容詞] 野蠻(人)的; [名詞] 野蠻人,3,中高級
695,barbecue,[動詞] (在戶外)烤,1,初級
696,barber,[名詞] 男理髮師,1,初級
697,barbershop,[名詞] 理髮店,3,中高級
698,bare,[形容詞] 裸的;僅僅的; [動詞] 露出,2,中級
699,barefoot,[形容詞] 赤腳的; [副詞] 赤著腳地,3,中高級
700,barely,[副詞] 僅僅;勉強,2,中級
701,bargain,[動詞] 討價還價; [名詞] 交易;廉價,2,中級
702,barge,[動詞] 笨重緩慢地移動;猛闖; [名詞] 駁船;大型平底船,3,中高級
703,bark,[動詞] 狗叫; [名詞] 吠聲,1,初級
704,barn,[名詞] 穀倉;糧倉,2,中級
705,barometer,[名詞] 晴雨表;顯示變化的事物,3,中高級
706,barrack,[動詞] 提供營房;住入營房; [名詞] 營房;兵營;工房,3,中高級
707,barrel,[名詞] 大桶,2,中級
708,barren,[形容詞] 貧瘠的;荒蕪的;不妊的; [名詞] 瘠地;荒漠,3,中高級
709,barricade,[動詞] 設置路障;擋住; [名詞] 路障;障礙物,3,中高級
710,barrier,[名詞] 障礙物;路障,2,中級
711,base,[動詞] 以...為基地; [名詞] 基;底;基部,1,初級
712,baseball,[名詞] 棒球,1,初級
713,based,[形容詞] 有根基的;有基地的,2,中級
714,basement,[名詞] 地下室,1,初級
715,bash,[動詞] 痛擊;猛攻; [名詞] 痛擊;猛烈的一擊,3,中高級
716,basic,[形容詞] 基本的,1,初級
717,basically,[副詞] 基本上,3,中高級
718,basics,[名詞] 基礎;基本原理(或原則),3,中高級
719,basin,[名詞] 臉盆;盆地,2,中級
720,basis,[名詞] 基礎,1,初級
721,basket,[名詞] 籃子,1,初級
722,basketball,[名詞] 籃球,1,初級
723,bass,[形容詞] 低沈的;男低音的; [名詞] 男低音;低音樂器;鱸魚,3,中高級
724,bastard,[形容詞] 私生的;雜種的; [名詞] 私生子;雜種;壞蛋,3,中高級
725,bat,[名詞] 球棒;蝙蝠,1,初級
726,batch,[名詞] 一批;一群;一爐;一團,3,中高級
727,bath,[名詞] 洗澡,1,初級
728,bathe,[動詞] 洗澡,2,中級
729,bathroom,[名詞] 廁所;浴室,1,初級
730,battalion,[名詞] 營;大隊,3,中高級
731,batter,[動詞] 連續猛擊;搗毀;把...用舊,3,中高級
732,battery,[名詞] 電池,2,中級
733,battle,[動詞] 與...作戰; [名詞] 戰鬥;戰役,2,中級
734,battlefield,[名詞] 戰場,3,中高級
735,bay,[名詞] 海灣,2,中級
736,bazaar,[名詞] (中東的)市場;商店街;義賣,3,中高級
737,be,[動詞] 是;要;有;在,1,初級
738,beach,[名詞] 海灘,1,初級
739,bead,[動詞] 用珠裝飾; [名詞] 有孔小珠,2,中級
740,beak,[名詞] 鳥嘴,2,中級
741,beam,[動詞] 以樑支撐;用...照射; [名詞] 橫樑;光束,2,中級
742,bean,[名詞] 豆莢;豆子,1,初級
743,bear,[動詞] 承受; [名詞] 熊,1,初級
744,beard,[名詞] 鬍子,1,初級
745,bearing,[名詞] 舉止;風度;關係,3,中高級
746,beast,[名詞] 野獸,2,中級
747,beat,[動詞] 擊敗;敲擊; [名詞] 敲打;敲擊聲;心跳聲;滴答聲;拍子,1,初級
748,beaten,[形容詞] 挨打的;被打敗的;攪成糊狀的,3,中高級
749,beating,[名詞] (尤指因處罰而)打;拍打;跳動;脈動,3,中高級
750,beautiful,[形容詞] 漂亮的,1,初級
751,beautify,[動詞] 使更加美麗;美化,3,中高級
752,beauty,[名詞] 美貌;美人,2,中級
753,because,[連接詞] 因為,1,初級
754,beckon,[動詞] (招手或點頭)示意;召喚,3,中高級
755,become,[動詞] 變成,1,初級
756,bed,[名詞] 床,1,初級
757,bedroom,[名詞] 臥房,1,初級
758,bedtime,[形容詞] 睡前的; [名詞] 就寢時間,2,中級
759,bee,[名詞] 蜜蜂,1,初級
760,beef,[名詞] 牛肉,1,初級
761,beep,[動詞] 作嗶嗶聲;吹警笛; [名詞] 嗶嗶的聲音,3,中高級
762,beer,[名詞] 啤酒,1,初級
763,beetle,[名詞] 甲蟲,2,中級
764,before,[副詞] 較早;以前;曾經;在前;向前; [介系詞] 在…之前; [連接詞] 在...以前;與其...寧可;否則,1,初級
765,beforehand,[副詞] 事先;提前地,3,中高級
766,beg,[動詞] 乞討;懇求,2,中級
767,beggar,[動詞] 使貧窮; [名詞] 乞丐,2,中級
768,begin,[動詞] 開始,1,初級
769,beginner,[名詞] 新手,1,初級
770,beginning,[名詞] 開始,1,初級
771,behalf,[名詞] 代表,3,中高級
772,behave,[動詞] 舉動;守規矩,1,初級
773,behavior,[名詞] 行為,2,中級
774,behind,[副詞] 在背後;向背後;遲;落後; [介系詞] 在…後面,1,初級
775,being,[名詞] 存在;生存;生命;本質,2,中級
776,belief,[名詞] 相信;信仰,1,初級
777,believable,[形容詞] 可信的,2,中級
778,believe,[動詞] 相信,1,初級
779,bell,[名詞] 鈴;鐘,1,初級
780,belly,[名詞] 腹部,2,中級
781,belong,[動詞] 屬於,1,初級
782,belongings,[名詞] 財產;攜帶物品,3,中高級
783,beloved,[形容詞] 心愛的; [名詞] 心愛的人,3,中高級
784,below,[副詞] 在下面;到下面; [介系詞] 在…之下,1,初級
785,belt,[名詞] 腰帶,1,初級
786,bench,[名詞] 長凳;長椅,1,初級
787,bend,[動詞] 折彎;轉彎; [名詞] 彎;曲;俯,2,中級
788,beneath,[副詞] 在下; [介系詞] 在...之下,2,中級
789,beneficial,[形容詞] 有益的;有利的,2,中級
790,benefit,[動詞] 對...有益; [名詞] 利益;好處,2,中級
791,bent,[形容詞] 彎曲的;決意的; [名詞] 愛好;傾向,3,中高級
792,berry,[名詞] 莓果,2,中級
793,beside,[介系詞] 在...旁側,1,初級
794,besides,[副詞] 並且; [介系詞] 除...之外,1,初級
795,besiege,[動詞] 圍攻;圍困;煩擾,3,中高級
796,best,[形容詞] 最好的;最熟練的;最適當的; [副詞] 最好地;最適當地;最;極,1,初級
797,bet,[動詞] 以(錢;物等)打賭; [名詞] 打賭,2,中級
798,betray,[動詞] 背叛;出賣,3,中高級
799,better,[形容詞] 較佳的;更好的;更適當的; [副詞] 更好地;更適當地,1,初級
800,between,[介系詞] 在…和…之間,1,初級
801,beverage,[名詞] 飲料,3,中高級
802,beware,[動詞] 當心;提防,3,中高級
803,bewilder,[動詞] 使迷惑;使糊塗;難住,3,中高級
804,beyond,[副詞] 在更遠處; [介系詞] 越出;晚於;在...那一邊,1,初級
805,bias,[動詞] 使存偏見; [名詞] 偏見;成見;斜線,3,中高級
806,bibliography,[名詞] 參考書目,3,中高級
807,bicycle,[名詞] 腳踏車,1,初級
808,bid,[動詞] 吩咐;(拍賣中)喊價; [名詞] 出價,2,中級
809,big,[形容詞] 大的,1,初級
810,bike,[名詞] 腳踏車,2,中級
811,bilateral,[形容詞] 雙邊的;左右對稱的,3,中高級
812,bill,[名詞] 帳單; 鈔票,1,初級
813,billion,[名詞] (美國)十億,2,中級
814,bin,[名詞] 貯藏箱,2,中級
815,bind,[動詞] 捆;綁,2,中級
816,binding,[形容詞] 捆綁的;黏合的;有約束力的; [名詞] (書籍的)裝訂;捆綁;束縛,3,中高級
817,bingo,[名詞] 賓果遊戲,2,中級
818,binoculars,[名詞] 雙筒望遠鏡,3,中高級
819,biochemistry,[名詞] 生物化學,3,中高級
820,biography,[名詞] 傳記,2,中級
821,biological,[形容詞] 生物的;生物學的,3,中高級
822,biology,[名詞] 生物學,1,初級
823,bird,[名詞] 鳥,1,初級
824,birdie,[動詞] (高爾夫)打柏蒂球; [名詞] (兒語)小鳥;(高爾夫)柏蒂球,3,中高級
825,birth,[名詞] 出生;起源,2,中級
826,birthday,[名詞] 生日,1,初級
827,biscuit,[名詞] (美國)小麵包,2,中級
828,bit,[名詞] 小片,1,初級
829,bitch,[動詞] 發牢騷; [名詞] 母狗;令人生厭的女人,3,中高級
830,bite,[動詞] 咬; [名詞] 咬,1,初級
831,bitter,[形容詞] 苦的;嚴酷的,1,初級
832,bizarre,[形容詞] 奇異的;異乎尋常的,3,中高級
833,black,[形容詞] 黑色的; [名詞] 黑色;美國黑人,1,初級
834,blackboard,[名詞] 黑板,1,初級
835,blacksmith,[名詞] 鐵匠,3,中高級
836,blade,[名詞] 刀片;葉片;葉片狀物,3,中高級
837,blame,[動詞] 歸咎於; [名詞] 責備,1,初級
838,bland,[形容詞] 溫和的;無味的;枯燥乏味的,3,中高級
839,blank,[形容詞] 空白的;空的,1,初級
840,blanket,[名詞] 毯子,1,初級
841,blare,[動詞] 發出響而刺耳的聲音; [名詞] 響而刺耳的聲音;耀眼的光,3,中高級
842,blast,[動詞] 炸開;吹奏;嚴厲批評; [名詞] (一陣)疾風;突然吹奏;爆破,3,中高級
843,blaze,[動詞] 燃燒;閃耀;炫示; [名詞] 火焰;火災;光輝;掃射,3,中高級
844,bleach,[動詞] 漂白;曬得褪色;使脫色; [名詞] 漂白;漂白劑,3,中高級
845,bleak,[形容詞] 荒涼的;陰冷的;無希望的,3,中高級
846,bleed,[動詞] 流血,2,中級
847,blend,[動詞] 使混和,2,中級
848,bless,[動詞] 祝福;保佑,2,中級
849,blessing,[名詞] 祈神賜福;祝福,2,中級
850,blind,[形容詞] 瞎的,1,初級
851,blink,[動詞] 眨眼睛;閃爍; [名詞] 眨眼睛;一瞬間,2,中級
852,blizzard,[名詞] 大風雪,3,中高級
853,bloc,[名詞] 團體;聯盟,3,中高級
854,block,[動詞] 阻塞; [名詞] 街區,1,初級
855,blockade,[動詞] 封鎖;擋住; [名詞] 封鎖;阻礙物,3,中高級
856,blonde,[形容詞] 白膚金髮碧眼的; [名詞] 白膚金髮碧眼的女人,3,中高級
